kind,id,where,status,note
route,PATCH /api/agents/:id/model,packages/server/src/gateway/routes/agents.ts:45,built,
route,PATCH /api/config/models/:id/num-ctx,packages/server/src/gateway/routes/config.ts:1695,built,
route,PATCH /api/config/models/:id/thinking,packages/server/src/gateway/routes/config.ts:1729,built,
route,PATCH /api/config/providers/:id/host-ram,packages/server/src/gateway/routes/config.ts:1406,built,
route,PATCH /api/contacts/:id,packages/server/src/gateway/routes/contacts.ts:97,built,
route,PATCH /api/credentials/:id,packages/server/src/gateway/routes/credentials.ts:83,built,
route,PATCH /api/twilio/settings,packages/server/src/gateway/routes/twilio.ts:398,built,
route,POST /api/agents,packages/server/src/gateway/routes/agents.ts:100,built,
route,POST /api/agents/:id/message,packages/server/src/gateway/routes/agents.ts:522,built,
route,POST /api/agents/:id/purge,packages/server/src/gateway/routes/agents.ts:488,built,
route,POST /api/agents/:id/reset-session,packages/server/src/gateway/routes/agents.ts:387,built,
route,POST /api/agents/:id/stop,packages/server/src/gateway/routes/agents.ts:355,built,
route,POST /api/agents/archive,packages/server/src/gateway/routes/agents.ts:753,built,
route,POST /api/auth/change-password,packages/server/src/gateway/routes/auth.ts:61,built,
route,POST /api/auth/login,packages/server/src/gateway/routes/auth.ts:18,built,
route,POST /api/canvas/status,packages/server/src/gateway/routes/canvas.ts:33,built,
route,POST /api/chat/:agentId/messages,packages/server/src/gateway/routes/chat.ts:198,built,
route,POST /api/chat/:agentId/new-session,packages/server/src/gateway/routes/chat.ts:401,built,
route,POST /api/config/agent-sdk/verify,packages/server/src/gateway/routes/config.ts:2328,built,
route,POST /api/config/deepseek/threshold,packages/server/src/gateway/routes/config.ts:2502,built,
route,POST /api/config/generation-jobs/:id/cancel,packages/server/src/gateway/routes/config.ts:1114,built,
route,POST /api/config/identity/generate,packages/server/src/gateway/routes/config.ts:2063,built,
route,POST /api/config/models/:id/refresh-capabilities,packages/server/src/gateway/routes/config.ts:1663,built,
route,POST /api/config/models/check-usage,packages/server/src/gateway/routes/config.ts:1849,built,
route,POST /api/config/models/disable,packages/server/src/gateway/routes/config.ts:1859,built,
route,POST /api/config/models/enable,packages/server/src/gateway/routes/config.ts:1813,built,
route,POST /api/config/openrouter/threshold,packages/server/src/gateway/routes/config.ts:2518,built,
route,POST /api/config/pricing-sync/run,packages/server/src/gateway/routes/config.ts:1160,built,
route,POST /api/config/providers,packages/server/src/gateway/routes/config.ts:450,built,
route,POST /api/config/providers/:id/add-model,packages/server/src/gateway/routes/config.ts:1273,built,
route,POST /api/config/providers/:id/validate,packages/server/src/gateway/routes/config.ts:650,built,
route,POST /api/config/search/validate,packages/server/src/gateway/routes/config.ts:2154,built,
route,POST /api/config/video-jobs/:id/cancel,packages/server/src/gateway/routes/config.ts:1021,built,
route,POST /api/contacts,packages/server/src/gateway/routes/contacts.ts:84,built,
route,POST /api/control/applescript,packages/server/src/gateway/routes/control.ts:41,built,
route,POST /api/control/keyboard-type,packages/server/src/gateway/routes/control.ts:26,built,
route,POST /api/control/mouse-click,packages/server/src/gateway/routes/control.ts:14,built,
route,POST /api/control/mouse-move,packages/server/src/gateway/routes/control.ts:20,built,
route,POST /api/control/screen-read,packages/server/src/gateway/routes/control.ts:32,built,
route,POST /api/credentials,packages/server/src/gateway/routes/credentials.ts:58,built,
route,POST /api/debug-toast,packages/server/src/gateway/routes/system.ts:255,built,
route,POST /api/google/connect,packages/server/src/gateway/routes/google.ts:134,built,
route,POST /api/google/disconnect,packages/server/src/gateway/routes/google.ts:206,built,
route,POST /api/google/test,packages/server/src/gateway/routes/google.ts:220,built,
route,POST /api/groups,packages/server/src/gateway/routes/groups.ts:15,built,
route,POST /api/healer/config,packages/server/src/gateway/routes/healer.ts:23,built,
route,POST /api/healer/proposals/:id,packages/server/src/gateway/routes/healer.ts:66,built,
route,POST /api/healer/report/send,packages/server/src/gateway/routes/healer.ts:121,built,
route,POST /api/healer/run,packages/server/src/gateway/routes/healer.ts:105,built,
route,POST /api/memory/:agentId/briefing/regenerate,packages/server/src/gateway/routes/memory.ts:289,built,
route,POST /api/memory/:agentId/compact,packages/server/src/gateway/routes/memory.ts:323,built,
route,POST /api/memory/:agentId/inject,packages/server/src/gateway/routes/memory.ts:207,built,
route,POST /api/memory/embeddings/backfill,packages/server/src/gateway/routes/memory.ts:379,built,
route,POST /api/memory/forensic-purge,packages/server/src/gateway/routes/memory.ts:555,built,
route,POST /api/microsoft/connect,packages/server/src/gateway/routes/microsoft.ts:104,built,
route,POST /api/microsoft/disconnect,packages/server/src/gateway/routes/microsoft.ts:184,built,
route,POST /api/microsoft/install-office-tools,packages/server/src/gateway/routes/microsoft.ts:284,built,
route,POST /api/microsoft/test,packages/server/src/gateway/routes/microsoft.ts:198,built,
route,POST /api/migration/export,packages/server/src/gateway/routes/migration.ts:42,built,
route,POST /api/migration/import,packages/server/src/gateway/routes/migration.ts:163,built,
route,POST /api/migration/import/dismiss,packages/server/src/gateway/routes/migration.ts:225,built,
route,POST /api/migration/import/recheck,packages/server/src/gateway/routes/migration.ts:233,built,
route,POST /api/migration/manifest,packages/server/src/gateway/routes/migration.ts:94,built,
route,POST /api/migration/preflight,packages/server/src/gateway/routes/migration.ts:122,built,
route,POST /api/migration/run-dependency-setup,packages/server/src/gateway/routes/migration.ts:251,built,
route,POST /api/plaud/cancel-connect,packages/server/src/gateway/routes/plaud.ts:50,built,
route,POST /api/plaud/connect,packages/server/src/gateway/routes/plaud.ts:30,built,
route,POST /api/plaud/disconnect,packages/server/src/gateway/routes/plaud.ts:55,built,
route,POST /api/plaud/refresh,packages/server/src/gateway/routes/plaud.ts:25,built,
route,POST /api/router/test,packages/server/src/gateway/routes/router.ts:201,built,
route,POST /api/screen-share/disable,packages/server/src/gateway/routes/screen-share.ts:40,built,
route,POST /api/screen-share/enable,packages/server/src/gateway/routes/screen-share.ts:28,built,
route,POST /api/screen-share/vnc-password,packages/server/src/gateway/routes/screen-share.ts:58,built,
route,POST /api/setup/complete,packages/server/src/gateway/routes/setup.ts:90,built,
route,POST /api/setup/deps/install/:dep,packages/server/src/gateway/routes/setup-deps.ts:106,built,
route,POST /api/setup/ollama/auto-configure,packages/server/src/gateway/routes/setup-deps.ts:309,built,
route,POST /api/setup/ollama/pull,packages/server/src/gateway/routes/setup-deps.ts:210,built,
route,POST /api/setup/password,packages/server/src/gateway/routes/setup.ts:69,built,
route,POST /api/setup/permissions/request/:perm,packages/server/src/gateway/routes/setup-deps.ts:425,built,
route,POST /api/setup/provision-agent,packages/server/src/gateway/routes/setup-deps.ts:464,built,
route,POST /api/system/imessage/test,packages/server/src/gateway/routes/services.ts:110,built,
route,POST /api/system/imessage/welcome,packages/server/src/gateway/routes/services.ts:128,built,
route,POST /api/system/presence,packages/server/src/gateway/routes/services.ts:282,built,
route,POST /api/system/reset-idle-sessions,packages/server/src/gateway/routes/system.ts:183,built,
route,POST /api/system/restart,packages/server/src/gateway/routes/system.ts:283,built,
route,POST /api/system/tunnel/disable,packages/server/src/gateway/routes/services.ts:307,built,
route,POST /api/system/tunnel/enable,packages/server/src/gateway/routes/services.ts:299,built,
route,POST /api/system/tunnel/install-cloudflared,packages/server/src/gateway/routes/services.ts:331,built,
route,POST /api/system/tunnel/named-url,packages/server/src/gateway/routes/services.ts:324,built,
route,POST /api/system/tunnel/token,packages/server/src/gateway/routes/services.ts:313,built,
route,POST /api/techniques,packages/server/src/gateway/routes/techniques.ts:48,built,
route,POST /api/techniques/:id/export,packages/server/src/gateway/routes/techniques.ts:251,built,
route,POST /api/techniques/:id/publish,packages/server/src/gateway/routes/techniques.ts:124,built,
route,POST /api/techniques/:id/versions/:versionId/restore,packages/server/src/gateway/routes/techniques.ts:155,built,
route,POST /api/techniques/clear-session,packages/server/src/gateway/routes/techniques.ts:286,built,
route,POST /api/techniques/import,packages/server/src/gateway/routes/techniques.ts:229,built,
route,POST /api/tracker/override-requests/:id/resolve,packages/server/src/gateway/routes/tracker.ts:390,built,
route,POST /api/tracker/projects,packages/server/src/gateway/routes/tracker.ts:77,built,
route,POST /api/tracker/projects/:id/close,packages/server/src/gateway/routes/tracker.ts:787,built,
route,POST /api/tracker/tasks,packages/server/src/gateway/routes/tracker.ts:517,built,
route,POST /api/tracker/tasks/:id/observation,packages/server/src/gateway/routes/tracker.ts:198,built,
route,POST /api/tracker/tasks/:id/user-validate,packages/server/src/gateway/routes/tracker.ts:232,built,
route,POST /api/twilio/credentials,packages/server/src/gateway/routes/twilio.ts:362,built,
route,POST /api/twilio/numbers,packages/server/src/gateway/routes/twilio.ts:405,built,
route,POST /api/twilio/safe-senders/sms,packages/server/src/gateway/routes/twilio.ts:427,built,
route,POST /api/twilio/safe-senders/voice,packages/server/src/gateway/routes/twilio.ts:455,built,
route,POST /api/twilio/test-connection,packages/server/src/gateway/routes/twilio.ts:378,built,
route,POST /api/twilio/webhook/sms,packages/server/src/gateway/routes/twilio.ts:90,built,
route,POST /api/twilio/webhook/voice,packages/server/src/gateway/routes/twilio.ts:138,built,
route,POST /api/twilio/webhook/voice-status,packages/server/src/gateway/routes/twilio.ts:301,built,
route,POST /api/twilio/webhook/voicemail-recording,packages/server/src/gateway/routes/twilio.ts:192,built,
route,POST /api/twilio/webhook/voicemail-transcription,packages/server/src/gateway/routes/twilio.ts:224,built,
route,POST /api/update/apply,packages/server/src/gateway/routes/update.ts:887,built,
route,POST /api/update/backups/cleanup,packages/server/src/gateway/routes/update.ts:926,built,
route,POST /api/update/channel,packages/server/src/gateway/routes/update.ts:700,built,
route,POST /api/update/rollback,packages/server/src/gateway/routes/update.ts:767,built,
route,POST /api/upload/:agentId,packages/server/src/gateway/routes/upload.ts:71,built,
route,POST /api/upload/chunk/:agentId/:uploadId/:chunkIndex,packages/server/src/gateway/routes/upload.ts:217,built,
route,POST /api/upload/finish/:agentId/:uploadId,packages/server/src/gateway/routes/upload.ts:267,built,
route,POST /api/upload/start/:agentId,packages/server/src/gateway/routes/upload.ts:178,built,
route,POST /api/vault/conversations/:id/process,packages/server/src/gateway/routes/vault.ts:157,built,
route,POST /api/vault/conversations/discard,packages/server/src/gateway/routes/vault.ts:136,built,
route,POST /api/vault/dream,packages/server/src/gateway/routes/vault.ts:200,built,
route,POST /api/vault/entries,packages/server/src/gateway/routes/vault.ts:51,built,
route,POST /api/vault/entries/:id/obsolete,packages/server/src/gateway/routes/vault.ts:89,built,
route,POST /api/voice/custom-voices,packages/server/src/voice/voice-routes.ts:216,built,
route,POST /api/voice/hume/key,packages/server/src/voice/voice-routes.ts:284,built,
route,POST /api/voice/models/:kind/:id,packages/server/src/voice/voice-routes.ts:113,built,
route,POST /api/voice/preview,packages/server/src/voice/voice-routes.ts:337,built,
route,PUT /api/agents/:id,packages/server/src/gateway/routes/agents.ts:227,built,
route,PUT /api/config/identity/:file,packages/server/src/gateway/routes/config.ts:2042,built,
route,PUT /api/config/models/:id/capabilities,packages/server/src/gateway/routes/config.ts:1500,built,
route,PUT /api/config/models/:id/generation-params,packages/server/src/gateway/routes/config.ts:1543,built,
route,PUT /api/config/models/:id/pricing,packages/server/src/gateway/routes/config.ts:1751,built,
route,PUT /api/config/models/:id/voice-catalog,packages/server/src/gateway/routes/config.ts:1608,built,
route,PUT /api/config/search,packages/server/src/gateway/routes/config.ts:2141,built,
route,PUT /api/config/settings/:key,packages/server/src/gateway/routes/config.ts:1902,built,
route,PUT /api/costs/budget/agent/:agentId,packages/server/src/gateway/routes/costs.ts:94,built,
route,PUT /api/costs/budget/global,packages/server/src/gateway/routes/costs.ts:76,built,
route,PUT /api/google/send-email,packages/server/src/gateway/routes/google.ts:313,built,
route,PUT /api/google/services,packages/server/src/gateway/routes/google.ts:236,built,
route,PUT /api/google/watch-email,packages/server/src/gateway/routes/google.ts:266,built,
route,PUT /api/groups/:id,packages/server/src/gateway/routes/groups.ts:40,built,
route,PUT /api/groups/agents/:agentId/group,packages/server/src/gateway/routes/groups.ts:64,built,
route,PUT /api/memory/:agentId/briefing,packages/server/src/gateway/routes/memory.ts:270,built,
route,PUT /api/memory/:agentId/summary/:summaryId,packages/server/src/gateway/routes/memory.ts:151,built,
route,PUT /api/memory/embeddings/config,packages/server/src/gateway/routes/memory.ts:400,built,
route,PUT /api/microsoft/send-email,packages/server/src/gateway/routes/microsoft.ts:262,built,
route,PUT /api/microsoft/services,packages/server/src/gateway/routes/microsoft.ts:205,built,
route,PUT /api/microsoft/watch-email,packages/server/src/gateway/routes/microsoft.ts:220,built,
route,PUT /api/router/dimensions/:dimensionId,packages/server/src/gateway/routes/router.ts:153,built,
route,PUT /api/router/tiers/:tierId/models,packages/server/src/gateway/routes/router.ts:96,built,
route,PUT /api/techniques/:id,packages/server/src/gateway/routes/techniques.ts:79,built,
route,PUT /api/techniques/:id/files/*,packages/server/src/gateway/routes/techniques.ts:196,built,
route,PUT /api/techniques/:id/instructions,packages/server/src/gateway/routes/techniques.ts:108,built,
route,PUT /api/tracker/tasks/:id,packages/server/src/gateway/routes/tracker.ts:614,built,
route,PUT /api/vault/dream/config,packages/server/src/gateway/routes/vault.ts:231,built,
route,PUT /api/vault/entries/:id,packages/server/src/gateway/routes/vault.ts:76,built,
channel,a2a,packages/shared/src/origin.ts:26,built,
channel,dashboard,packages/shared/src/origin.ts:26,built,
channel,email,packages/shared/src/visibility.ts:83,built,
channel,engine,packages/shared/src/origin.ts:26,built,
channel,imessage,packages/shared/src/visibility.ts:83,built,
channel,phone,packages/shared/src/visibility.ts:83,built,
channel,sms,packages/shared/src/visibility.ts:83,built,
channel,teams,packages/shared/src/visibility.ts:83,built,
channel,voice,packages/shared/src/origin.ts:26,built,
watcher,startGenerationJobsWorker,packages/server/src/services/generation-jobs.ts:349,built,
watcher,startGmailWatcher,packages/server/src/services/gmail-watcher.ts:523,built,
watcher,startIMBridge,packages/server/src/services/imessage-bridge.ts:1659,built,
watcher,startOutlookWatcher,packages/server/src/services/outlook-watcher.ts:453,built,
watcher,startTeamsWatcher,packages/server/src/services/teams-watcher.ts:402,built,
watcher,startTunnel,packages/server/src/services/tunnel.ts:367,built,
watcher,startUpdateChecker,packages/server/src/services/update-checker.ts:40,built,
watcher,startVideoJobPoller,packages/server/src/services/video-job-poller.ts:295,built,
watcher,startWorkspaceReconnectProbe,packages/server/src/services/workspace-reconnect-probe.ts:65,built,
job,auto-fix:startFrequentAutoFixes#132,packages/server/src/healer/auto-fix.ts:132,built,
job,gmail-watcher:startGmailWatcher#556,packages/server/src/services/gmail-watcher.ts:556,built,
job,healer-agent:startHealerSelfWatchdog#415,packages/server/src/healer/healer-agent.ts:415,built,
job,hume-engine:decodeHumePcm#465,packages/server/src/voice/hume-engine.ts:465,built,
job,imessage-bridge:startIMBridge#1716,packages/server/src/services/imessage-bridge.ts:1716,built,
job,index:main#1073,packages/server/src/index.ts:1073,built,
job,index:main#1114,packages/server/src/index.ts:1114,built,
job,index:main#1124,packages/server/src/index.ts:1124,built,
job,index:main#1222,packages/server/src/index.ts:1222,built,
job,loop:startStatusHeartbeat#832,packages/server/src/agent/v2/loop.ts:832,built,
job,maintenance:startRouterMaintenance#86,packages/server/src/router/maintenance.ts:86,built,
job,outlook-watcher:startOutlookWatcher#482,packages/server/src/services/outlook-watcher.ts:482,built,
job,pm-agent:startPokeLoop#289,packages/server/src/tracker/pm-agent.ts:289,built,
job,pm-agent:startPokeLoop#304,packages/server/src/tracker/pm-agent.ts:304,built,
job,runtime:repairOrphanedModelPointers#1310,packages/server/src/agent/runtime.ts:1310,built,
job,runtime:repairOrphanedModelPointers#1311,packages/server/src/agent/runtime.ts:1311,built,
job,runtime:startStatusHeartbeat#350,packages/server/src/agent/runtime.ts:350,built,
job,semantic:startEmbedderWarmer#266,packages/server/src/router/semantic.ts:266,built,
job,teams-watcher:startTeamsWatcher#422,packages/server/src/services/teams-watcher.ts:422,built,
job,update-checker:startUpdateChecker#47,packages/server/src/services/update-checker.ts:47,built,
job,voice-ws:verifyAndOpenVoiceSession#525,packages/server/src/voice/voice-ws.ts:525,built,
job,workspace-reconnect-probe:startWorkspaceReconnectProbe#72,packages/server/src/services/workspace-reconnect-probe.ts:72,built,
job,ws:startHeartbeat#35,packages/server/src/gateway/ws.ts:35,built,
